STATE/UT,DISTRICT,YEAR,MURDER,RAPE,K&A,ROBBERY,BURGLARY,THEFT,DD,IMG,sum_of_crime_numbers
ANDHRA PRADESH,ADILABAD,2001,101,50,46,41,198,199,16,0,651
ANDHRA PRADESH,ANANTAPUR,2001,151,23,53,16,191,366,7,0,807
ANDHRA PRADESH,CHITTOOR,2001,101,27,59,14,237,723,14,0,1175
ANDHRA PRADESH,CUDDAPAH,2001,80,20,25,4,98,173,17,0,417
ANDHRA PRADESH,EAST GODAVARI,2001,82,23,49,25,437,1021,12,0,1649
ANDHRA PRADESH,GUNTAKAL RLY.,2001,3,0,0,2,0,162,0,0,167
ANDHRA PRADESH,GUNTUR,2001,182,54,82,59,338,1122,7,0,1844
ANDHRA PRADESH,HYDERABAD CITY,2001,111,37,80,67,1155,2792,24,0,4266
ANDHRA PRADESH,KARIMNAGAR,2001,162,56,67,50,218,392,62,0,1007
ANDHRA PRADESH,KHAMMAM,2001,93,47,41,13,172,368,17,0,751
ANDHRA PRADESH,KRISHNA,2001,65,37,36,15,163,478,10,0,804
ANDHRA PRADESH,KURNOOL,2001,133,29,47,22,155,297,13,0,696
ANDHRA PRADESH,MAHABOOBNAGAR,2001,157,59,42,27,249,316,14,0,864
ANDHRA PRADESH,MEDAK,2001,101,35,26,26,219,286,26,0,719
ANDHRA PRADESH,NALGONDA,2001,122,35,27,28,133,318,31,0,694
ANDHRA PRADESH,NELLORE,2001,89,46,90,16,244,608,10,0,1103
ANDHRA PRADESH,NIZAMABAD,2001,106,21,38,22,158,234,19,0,598
ANDHRA PRADESH,PRAKASHAM,2001,102,19,31,14,147,278,5,0,596
ANDHRA PRADESH,RANGA REDDY,2001,214,72,106,78,1076,1296,37,7,2886
ANDHRA PRADESH,SECUNDERABAD RLY.,2001,6,0,0,10,2,296,1,0,315
ANDHRA PRADESH,SRIKAKULAM,2001,38,8,12,4,118,231,6,0,417
ANDHRA PRADESH,VIJAYAWADA,2001,53,25,70,27,491,2057,2,0,2725
ANDHRA PRADESH,VIJAYAWADA RLY.,2001,2,1,0,1,0,265,0,0,269
ANDHRA PRADESH,VISAKHA RURAL,2001,58,12,12,3,76,165,3,0,329
ANDHRA PRADESH,VISAKHAPATNAM,2001,22,13,13,5,323,630,0,0,1006
ANDHRA PRADESH,VIZIANAGARAM,2001,33,8,8,2,99,144,0,0,294
ANDHRA PRADESH,WARANGAL,2001,158,53,81,23,266,418,52,0,1051
ANDHRA PRADESH,WEST GODAVARI,2001,77,61,41,15,257,1116,15,0,1582
ANDHRA PRADESH,TOTAL,2001,2602,871,1182,629,7220,16751,420,7,29682
ARUNACHAL PRADESH,CHANGLANG,2001,11,1,3,4,18,24,0,0,61
ARUNACHAL PRADESH,DIBANG VALLEY,2001,3,2,4,5,18,19,0,0,51
ARUNACHAL PRADESH,KAMENG EAST,2001,3,2,7,6,8,26,0,0,52
ARUNACHAL PRADESH,KAMENG WEST,2001,4,0,2,0,6,26,0,0,38
ARUNACHAL PRADESH,LOHIT,2001,16,2,6,8,20,31,0,0,83
ARUNACHAL PRADESH,PAPUM PARE,2001,11,9,15,29,59,109,0,0,232
ARUNACHAL PRADESH,SIANG EAST,2001,7,5,11,8,25,52,0,0,108
ARUNACHAL PRADESH,SIANG UPPER,2001,1,2,5,0,5,9,0,0,22
ARUNACHAL PRADESH,SIANG WEST,2001,5,4,17,10,34,72,0,0,142
ARUNACHAL PRADESH,SUBANSIRI LOWER,2001,8,2,6,7,17,25,0,0,65
ARUNACHAL PRADESH,SUBANSIRI UPPER,2001,4,2,1,5,17,20,0,0,49
ARUNACHAL PRADESH,TAWANG,2001,2,1,0,0,3,13,0,0,19
ARUNACHAL PRADESH,TIRAP,2001,8,1,6,2,18,17,0,0,52
ARUNACHAL PRADESH,TOTAL,2001,83,33,83,84,248,443,0,0,974
ASSAM,BARPETA,2001,64,28,105,45,93,187,10,0,532
ASSAM,BONGAIGAON,2001,45,20,36,25,87,92,1,0,306
ASSAM,C.I.D.,2001,0,0,0,0,0,1,0,0,1
ASSAM,CACHAR,2001,52,45,104,42,189,359,7,0,798
ASSAM,DARRANG,2001,61,48,64,29,111,185,9,0,507
ASSAM,DHEMAJI,2001,15,42,31,12,26,79,0,0,205
ASSAM,DHUBRI,2001,65,43,69,19,79,83,5,0,363
ASSAM,DIBRUGARH,2001,110,35,57,29,114,325,3,0,673
ASSAM,G.R.P.,2001,13,1,3,16,11,135,0,0,179
ASSAM,GOALPARA,2001,28,35,43,13,61,116,1,0,297
ASSAM,GOLAGHAT,2001,53,30,44,27,95,211,0,0,460
ASSAM,GUWAHATI CITY,2001,71,37,129,73,227,736,5,0,1278
ASSAM,HAILAKANDI,2001,18,24,36,8,93,92,2,0,273
ASSAM,JORHAT,2001,40,42,37,27,43,230,2,0,421
ASSAM,KAMRUP,2001,37,21,95,41,196,275,2,0,667
ASSAM,KARBI ANGLONG,2001,65,5,38,33,13,79,4,0,237
ASSAM,KARIMGANJ,2001,32,33,42,5,57,114,1,0,284
ASSAM,KOKRAJHAR,2001,87,14,41,10,42,89,0,0,283
ASSAM,LAKHIMPUR,2001,26,64,72,47,124,195,0,0,528
ASSAM,MORIGAON,2001,20,23,39,10,84,66,0,0,242
ASSAM,N.C.HILLS,2001,17,2,8,5,17,30,0,0,79
ASSAM,NAGAON,2001,95,51,119,33,288,491,1,0,1078
ASSAM,NALBARI,2001,79,30,53,39,96,119,3,0,419
ASSAM,R.P.O.,2001,11,3,2,2,1,29,0,0,48
ASSAM,SIBSAGAR,2001,59,47,64,41,1,343,0,0,555
ASSAM,SONITPUR,2001,86,53,87,21,175,356,1,0,779
ASSAM,TINSUKIA,2001,107,41,62,35,100,350,2,0,697
ASSAM,TOTAL,2001,1356,817,1480,687,2423,5367,59,0,12189
BIHAR,ARARIA,2001,47,93,79,43,80,161,11,0,514
BIHAR,ARWAL,2001,37,0,13,8,20,24,7,0,109
BIHAR,AURANGABAD,2001,74,16,24,28,137,103,33,0,415
BIHAR,BAGAHA,2001,34,25,56,9,7,115,0,0,246
BIHAR,BANKA,2001,93,34,27,39,51,73,9,0,326
BIHAR,BEGUSARAI,2001,124,13,53,67,76,265,21,0,619
BIHAR,BETTIAH,2001,66,20,84,32,93,265,17,8,585
BIHAR,BHABHUA,2001,41,10,43,26,96,184,8,0,408
BIHAR,BHAGALPUR,2001,128,35,66,55,127,370,20,0,801
BIHAR,BHOJPUR,2001,135,22,46,49,114,214,23,0,603
BIHAR,BUXAR,2001,56,8,34,34,76,179,15,0,402
BIHAR,DARBHANGA,2001,53,19,39,37,65,103,37,0,353
BIHAR,GAYA,2001,200,25,66,114,149,416,26,0,996
BIHAR,GOPALGANJ,2001,107,13,59,73,81,153,22,0,508
BIHAR,JAMALPUR RLY.,2001,7,1,4,13,1,117,0,0,143
BIHAR,JAMUI,2001,67,10,14,14,40,81,16,0,242
BIHAR,JEHANABAD,2001,73,6,35,22,53,121,25,0,335
BIHAR,KATIHAR,2001,60,51,49,30,49,146,6,0,391
BIHAR,KATIHAR RLY.,2001,7,0,3,19,12,221,0,0,262
BIHAR,KHAGARIA,2001,72,5,34,29,17,86,11,0,254
BIHAR,KISHANGANJ,2001,25,22,23,10,34,57,4,0,175
BIHAR,LAKHISARAI,2001,61,10,30,13,25,79,6,0,224
BIHAR,MADHEPURA,2001,56,11,49,31,13,69,6,0,235
BIHAR,MADHUBANI,2001,35,13,36,17,86,98,12,0,297
BIHAR,MOTIHARI,2001,114,44,100,79,105,271,37,0,750
BIHAR,MUNGER,2001,51,11,45,29,57,157,8,0,358
BIHAR,MUZAFFARPUR,2001,153,73,113,135,118,538,69,6,1205
BIHAR,MUZAFFARPUR RLY.,2001,13,2,5,15,8,313,0,0,356
BIHAR,NALANDA,2001,208,40,126,97,92,412,47,0,1022
BIHAR,NAUGACHIA,2001,36,7,29,18,7,32,4,0,133
BIHAR,NAWADAH,2001,77,15,42,31,37,66,17,1,286
BIHAR,PATNA,2001,434,27,197,414,426,1568,90,39,3195
BIHAR,PATNA RLY.,2001,24,1,3,21,4,811,0,0,864
BIHAR,PURNEA,2001,104,39,64,97,100,227,8,0,639
BIHAR,ROHTAS,2001,127,25,72,68,144,317,36,0,789
BIHAR,SAHARSA,2001,36,12,27,15,24,56,7,0,177
BIHAR,SAMASTIPUR,2001,107,19,75,61,94,247,11,29,643
BIHAR,SARAN,2001,137,20,65,93,96,246,67,0,724
BIHAR,SHEIKHPURA,2001,28,3,16,12,15,89,9,0,172
BIHAR,SHEOHAR,2001,18,11,13,8,5,16,3,0,74
BIHAR,SITAMARHI,2001,51,23,34,15,47,132,13,0,315
BIHAR,SIWAN,2001,116,4,51,100,77,112,32,0,492
BIHAR,SUPAUL,2001,41,30,26,40,49,129,7,0,322
BIHAR,VAISHALI,2001,110,20,90,43,226,262,59,0,810
BIHAR,TOTAL,2001,3643,888,2159,2203,3233,9701,859,83,22769
CHHATTISGARH,BALRAMPUR,2001,13,17,1,11,26,21,1,0,90
CHHATTISGARH,BILASPUR,2001,99,69,20,37,551,690,7,0,1473
CHHATTISGARH,BIZAPUR,2001,9,4,0,6,9,3,0,0,31
CHHATTISGARH,DANTEWARA,2001,83,19,11,5,59,64,1,0,242
CHHATTISGARH,DHAMTARI,2001,14,22,4,0,125,110,1,0,276
CHHATTISGARH,DURG,2001,76,144,57,50,593,893,12,0,1825
CHHATTISGARH,GRP RAIPUR,2001,2,0,0,9,8,197,0,0,216
CHHATTISGARH,JAGDALPUR,2001,80,59,6,23,146,172,3,0,489
CHHATTISGARH,JANJGIR,2001,48,29,9,25,193,237,9,0,550
CHHATTISGARH,JASHPUR,2001,37,36,2,17,88,54,2,0,236
CHHATTISGARH,KANKER,2001,31,42,4,5,67,53,1,0,203
CHHATTISGARH,KAWARDHA,2001,19,35,1,2,69,43,1,0,170
CHHATTISGARH,KORBA,2001,33,46,13,8,221,305,1,0,627
CHHATTISGARH,KORIYA,2001,35,34,7,6,228,153,3,0,466
CHHATTISGARH,MAHASAMUND,2001,18,43,7,6,108,146,6,0,334
CHHATTISGARH,RAIGARH,2001,50,53,6,13,212,173,2,0,509
CHHATTISGARH,RAIPUR,2001,92,104,38,58,793,953,16,0,2054
CHHATTISGARH,RAJNANDGAON,2001,36,58,4,15,289,231,3,0,636
CHHATTISGARH,SARGUJA,2001,105,145,17,42,359,314,1,0,983
CHHATTISGARH,TOTAL,2001,880,959,207,338,4144,4812,70,0,11410
GOA,NORTH GOA,2001,22,4,4,10,189,291,2,0,522
GOA,SOUTH GOA,2001,14,8,5,15,170,285,0,0,497
GOA,TOTAL,2001,36,12,9,25,359,576,2,0,1019
GUJARAT,AHMEDABAD COMMR.,2001,90,39,143,192,695,3588,7,0,4754
GUJARAT,AHMEDABAD RURAL,2001,26,5,27,25,122,225,0,0,430
GUJARAT,AHWA-DANG,2001,6,1,2,1,6,8,0,0,24
GUJARAT,AMRELI,2001,41,2,39,25,127,199,2,0,435
GUJARAT,ANAND,2001,28,3,30,14,195,427,0,0,697
GUJARAT,BHARUCH,2001,37,4,39,17,150,388,0,0,635
GUJARAT,BHAVNAGAR,2001,64,9,60,48,203,561,2,0,947
GUJARAT,DAHOD,2001,36,5,15,44,76,120,0,0,296
GUJARAT,GANDHINAGAR,2001,25,4,15,22,182,585,3,0,836
GUJARAT,HIMATNAGAR,2001,55,17,31,29,204,191,4,0,531
GUJARAT,JAMNAGAR,2001,48,20,27,20,204,530,2,0,851
GUJARAT,JUNAGADH,2001,56,14,46,52,252,547,11,0,978
GUJARAT,KHEDA NORTH,2001,42,11,30,19,159,358,0,0,619
GUJARAT,KUTCH,2001,34,2,24,11,133,307,2,0,513
GUJARAT,MEHSANA,2001,28,4,58,45,195,557,5,0,892
GUJARAT,NARMADA,2001,16,8,9,0,14,46,0,0,93
GUJARAT,NAVSARI,2001,26,2,6,13,98,120,0,0,265
GUJARAT,PALANPUR,2001,52,18,41,47,212,420,2,0,792
GUJARAT,PANCHMAHAL,2001,56,5,46,19,147,313,0,0,586
GUJARAT,PATAN,2001,24,3,21,19,76,220,0,0,363
GUJARAT,PORBANDAR,2001,15,6,5,3,44,116,0,0,189
GUJARAT,RAJKOT COMMR.,2001,29,5,46,31,306,1245,3,0,1665
GUJARAT,RAJKOT RURAL,2001,30,20,40,23,198,378,2,0,691
GUJARAT,SURAT COMMR.,2001,98,11,57,59,353,1422,20,0,2020
GUJARAT,SURAT RURAL,2001,62,26,23,28,100,219,0,0,458
GUJARAT,SURENDRANAGAR,2001,38,11,29,13,103,204,2,0,400
GUJARAT,VADODARA COMMR.,2001,34,3,35,39,244,997,0,0,1352
GUJARAT,VADODARA RURAL,2001,71,18,38,21,67,210,0,0,425
GUJARAT,VALSAD,2001,44,9,16,25,246,432,0,0,772
GUJARAT,W.RLY,2001,15,1,0,87,31,901,0,0,1035
GUJARAT,TOTAL,2001,1226,286,998,991,5142,15834,67,0,24544
HARYANA,AMBALA,2001,26,11,38,18,316,365,11,0,785
HARYANA,BHIWANI,2001,40,10,9,19,132,190,33,0,433
HARYANA,FARIDABAD,2001,68,37,78,44,236,668,19,0,1150
HARYANA,FATEHABAD,2001,18,17,20,11,96,141,17,0,320
HARYANA,GRP,2001,24,0,2,5,1,169,5,0,206
HARYANA,GURGAON,2001,69,32,50,51,294,794,17,0,1307
HARYANA,HISSAR,2001,45,10,26,27,244,438,24,0,814
HARYANA,JHAJJAR,2001,48,21,14,25,98,183,20,0,409
HARYANA,JIND,2001,37,21,12,28,151,148,11,0,408
HARYANA,KAITHAL,2001,33,16,9,9,103,144,9,0,323
HARYANA,KARNAL,2001,42,44,31,16,208,468,18,0,827
HARYANA,KURUKSHETRA,2001,20,31,14,13,132,343,10,0,563
HARYANA,MAHENDRAGARH,2001,26,11,13,1,59,116,8,0,234
HARYANA,PANCHKULA,2001,12,6,18,5,118,226,4,0,389
HARYANA,PANIPAT,2001,43,38,19,47,182,415,11,0,755
HARYANA,REWARI,2001,21,11,13,7,86,155,12,0,305
HARYANA,ROHTAK,2001,57,28,13,29,229,365,17,0,738
HARYANA,SIRSA,2001,37,17,18,5,194,240,12,0,523
HARYANA,SONIPAT,2001,73,15,26,28,130,347,18,0,637
HARYANA,YAMUNANAGAR,2001,42,22,26,9,100,202,9,0,410
HARYANA,TOTAL,2001,781,398,449,397,3109,6117,285,0,11536
HIMACHAL PRADESH,BILASPUR,2001,8,5,10,3,50,49,1,0,126
HIMACHAL PRADESH,CHAMBA,2001,13,12,17,1,92,29,0,0,164
HIMACHAL PRADESH,G.R.P.,2001,1,0,0,0,0,1,0,0,2
HIMACHAL PRADESH,HAMIRPUR,2001,2,3,3,1,29,17,1,0,56
HIMACHAL PRADESH,KANGRA,2001,24,18,30,4,146,108,1,0,331
HIMACHAL PRADESH,KINNAUR,2001,5,6,3,0,24,2,0,0,40
HIMACHAL PRADESH,KULLU,2001,13,13,7,1,50,17,0,0,101
HIMACHAL PRADESH,LAHAUL-SPITI,2001,1,2,1,1,5,1,0,0,11
HIMACHAL PRADESH,MANDI,2001,18,16,11,3,107,64,0,0,219
HIMACHAL PRADESH,SHIMLA,2001,14,18,13,7,170,188,2,0,412
HIMACHAL PRADESH,SIRMAUR,2001,3,10,13,4,37,27,3,0,97
HIMACHAL PRADESH,SOLAN,2001,11,12,13,1,77,59,2,0,175
HIMACHAL PRADESH,UNA,2001,6,9,5,2,57,38,0,0,117
HIMACHAL PRADESH,TOTAL,2001,119,124,126,28,844,600,10,0,1851
JAMMU & KASHMIR,ANANTNAG,2001,74,6,59,16,126,83,0,0,364
JAMMU & KASHMIR,AWANTIPORA,2001,25,1,14,4,21,19,0,0,84
JAMMU & KASHMIR,BARAMULLA,2001,144,28,75,16,114,156,0,0,533
JAMMU & KASHMIR,BORDER,2001,6,12,10,0,24,19,0,0,71
JAMMU & KASHMIR,BUDGAM,2001,78,7,40,2,65,94,0,0,286
JAMMU & KASHMIR,CRIME JAMMU,2001,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2001,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,DODA,2001,104,7,15,6,19,18,0,0,169
JAMMU & KASHMIR,GANDERBAL,2001,24,5,33,0,28,44,0,0,134
JAMMU & KASHMIR,JAMMU,2001,27,13,43,4,238,479,5,0,809
JAMMU & KASHMIR,KARGIL,2001,0,0,2,0,2,6,0,0,10
JAMMU & KASHMIR,KATHUA,2001,16,13,11,2,50,37,3,0,132
JAMMU & KASHMIR,KULGAM,2001,39,6,35,17,36,43,0,0,176
JAMMU & KASHMIR,KUPWARA,2001,141,6,47,1,36,39,0,0,270
JAMMU & KASHMIR,LEH,2001,3,0,1,0,7,6,0,0,17
JAMMU & KASHMIR,POONCH,2001,100,13,16,0,13,67,0,0,209
JAMMU & KASHMIR,PULWAMA,2001,46,7,37,27,66,144,0,0,327
JAMMU & KASHMIR,RAILWAYS,2001,1,0,0,0,1,3,0,0,5
JAMMU & KASHMIR,RAJOURI,2001,76,17,20,4,28,21,3,0,169
JAMMU & KASHMIR,RAMBAN,2001,51,3,7,1,11,12,0,0,85
JAMMU & KASHMIR,REASI,2001,36,7,11,0,8,22,0,0,84
JAMMU & KASHMIR,SRINAGAR,2001,63,8,115,59,382,490,0,0,1117
JAMMU & KASHMIR,UDHAMPUR,2001,21,10,15,2,70,117,2,0,237
JAMMU & KASHMIR,TOTAL,2001,1075,169,606,161,1345,1919,13,0,5288
JHARKHAND,BOKARO,2001,70,26,38,66,108,435,25,0,768
JHARKHAND,CHAIBASA,2001,109,32,17,9,38,99,0,0,304
JHARKHAND,CHATRA,2001,40,6,10,15,30,80,7,0,188
JHARKHAND,DEOGHAR,2001,47,22,7,15,66,129,10,0,296
JHARKHAND,DHANBAD,2001,97,32,57,48,203,546,30,0,1013
JHARKHAND,DHANBAD RLY.,2001,11,2,4,13,9,209,0,0,248
JHARKHAND,DUMKA,2001,63,27,24,8,48,66,3,0,239
JHARKHAND,GARHWA,2001,32,11,5,17,32,54,15,0,166
JHARKHAND,GIRIDIH,2001,63,42,15,27,116,111,30,0,404
JHARKHAND,GODDA,2001,61,37,30,18,66,70,1,0,283
JHARKHAND,GUMLA,2001,136,29,16,44,31,56,0,1,313
JHARKHAND,HAZARIBAGH,2001,76,41,42,68,150,348,31,0,756
JHARKHAND,JAMSHEDPUR,2001,81,50,60,27,134,343,6,0,701
JHARKHAND,JAMSHEDPUR RLY.,2001,4,1,0,4,3,65,0,0,77
JHARKHAND,JAMTARA,2001,22,18,14,9,21,68,5,0,157
JHARKHAND,KODERMA,2001,21,2,14,15,27,77,11,0,167
JHARKHAND,LATEHAR,2001,54,12,4,9,13,48,6,0,146
JHARKHAND,LOHARDAGGA,2001,33,12,14,11,14,28,0,0,112
JHARKHAND,PAKUR,2001,31,23,7,5,13,37,7,0,123
JHARKHAND,PALAMU,2001,73,15,14,32,71,94,18,1,318
JHARKHAND,RANCHI,2001,243,73,1,140,2,647,4,0,1110
JHARKHAND,SAHEBGANJ,2001,47,20,17,8,25,80,3,0,200
JHARKHAND,SARAIKELA,2001,44,17,19,12,43,123,4,0,262
JHARKHAND,SIMDEGA,2001,49,17,12,27,3,14,1,0,123
JHARKHAND,TOTAL,2001,1507,567,441,647,1266,3827,217,2,8474
KARNATAKA,BAGALKOT,2001,59,2,17,3,47,105,1,0,234
KARNATAKA,BANGALORE COMMR.,2001,221,40,152,284,2108,6293,40,0,9138
KARNATAKA,BANGALORE RURAL,2001,137,13,37,32,405,533,30,0,1187
KARNATAKA,BELGAUM,2001,120,8,27,47,212,386,4,0,804
KARNATAKA,BELLARY,2001,58,16,14,20,179,303,5,0,595
KARNATAKA,BIDAR,2001,48,7,19,36,154,202,2,0,468
KARNATAKA,BIJAPUR,2001,51,6,24,21,108,202,1,0,413
KARNATAKA,CHAMARAJNAGAR,2001,19,4,5,9,72,133,7,0,249
KARNATAKA,CHICKMAGALUR,2001,41,8,12,10,148,222,4,0,445
KARNATAKA,CHITRADURGA,2001,31,18,4,20,115,145,2,0,335
KARNATAKA,DAKSHIN KANNADA,2001,33,3,9,8,214,219,1,0,487
KARNATAKA,DAVANAGERE,2001,58,22,23,26,246,332,8,0,715
KARNATAKA,DHARWAD COMMR.,2001,16,4,8,34,159,245,2,0,468
KARNATAKA,DHARWAD RURAL,2001,25,3,3,5,30,38,3,0,107
KARNATAKA,GADAG,2001,22,2,4,13,55,55,3,0,154
KARNATAKA,GULBARGA,2001,95,20,35,61,246,268,6,0,731
KARNATAKA,HASSAN,2001,64,20,17,23,162,268,4,0,558
KARNATAKA,HAVERI,2001,24,3,12,10,85,111,5,0,250
KARNATAKA,K.G.F.,2001,20,1,12,6,94,108,4,0,245
KARNATAKA,KODAGU,2001,26,4,4,3,105,87,4,0,233
KARNATAKA,KOLAR,2001,69,17,21,25,156,284,18,0,590
KARNATAKA,KOPPAL,2001,23,6,12,8,71,120,5,0,245
KARNATAKA,MANDYA,2001,67,15,9,28,195,328,7,0,649
KARNATAKA,MYSORE COMMR.,2001,32,2,11,32,109,326,9,0,521
KARNATAKA,MYSORE RURAL,2001,53,12,14,0,167,200,6,0,452
KARNATAKA,RAICHUR,2001,33,12,11,13,137,150,1,0,357
KARNATAKA,RAILWAYS,2001,12,1,1,11,9,331,1,0,366
KARNATAKA,SHIMOGA,2001,56,12,14,15,206,292,6,0,601
KARNATAKA,TUMKUR,2001,80,6,21,27,237,389,28,0,788
KARNATAKA,UDUPI,2001,16,2,2,12,93,112,0,0,237
KARNATAKA,UTTAR KANNADA,2001,17,4,5,5,70,81,3,0,185
KARNATAKA,TOTAL,2001,1626,293,559,847,6394,12868,220,0,22807
KERALA,ALAPUZHA,2001,22,21,8,18,227,195,1,0,492
KERALA,CBCID,2001,22,2,2,1,5,5,0,0,37
KERALA,ERNAKULAM,2001,44,38,20,80,592,1264,3,0,2041
KERALA,IDUKKI,2001,33,34,0,16,240,254,0,0,577
KERALA,KANNUR,2001,26,42,12,18,277,213,0,0,588
KERALA,KASARGOD,2001,18,28,4,9,132,145,0,0,336
KERALA,KOLLAM,2001,41,55,16,62,334,291,3,0,802
KERALA,KOTTAYAM,2001,34,22,18,54,319,373,2,0,822
KERALA,KOZHIKODE,2001,34,39,12,15,448,428,2,0,978
KERALA,MALAPPURAM,2001,23,71,17,11,288,340,3,0,753
KERALA,PALAKKAD,2001,45,63,14,30,342,315,5,0,814
KERALA,PATHANAMTHITTA,2001,20,12,0,7,144,129,0,0,312
KERALA,RAILWAYS,2001,0,1,0,2,1,197,0,0,201
KERALA,THRISSUR,2001,42,42,18,82,406,516,2,0,1108
KERALA,TRIVANDRUM,2001,53,57,41,104,597,636,6,0,1494
KERALA,WAYANADU,2001,15,35,1,8,122,140,0,0,321
KERALA,TOTAL,2001,472,562,183,517,4474,5441,27,0,11676
MADHYA PRADESH,BALAGHAT,2001,56,87,11,7,229,226,3,0,619
MADHYA PRADESH,BARWANI,2001,41,34,2,18,130,237,5,0,467
MADHYA PRADESH,BETUL,2001,56,95,19,18,199,246,7,0,640
MADHYA PRADESH,BHIND,2001,63,31,47,28,223,283,34,0,709
MADHYA PRADESH,BHOPAL,2001,61,106,55,99,852,1351,15,0,2539
MADHYA PRADESH,BHOPAL RLY.,2001,5,1,2,25,10,705,0,0,748
MADHYA PRADESH,CHHATARPUR,2001,54,65,28,42,240,163,20,0,612
MADHYA PRADESH,CHHINDWARA,2001,78,93,18,18,165,239,10,0,621
MADHYA PRADESH,DAMOH,2001,43,66,18,24,114,188,28,0,481
MADHYA PRADESH,DATIYA,2001,53,12,25,26,87,103,8,0,314
MADHYA PRADESH,DEWAS,2001,50,78,20,67,367,677,15,0,1274
MADHYA PRADESH,DHAR,2001,89,68,22,35,285,651,41,0,1191
MADHYA PRADESH,DINDORI,2001,13,20,2,2,52,44,0,0,133
MADHYA PRADESH,GUNA,2001,71,124,17,50,448,350,7,0,1067
MADHYA PRADESH,GWALIOR,2001,84,59,46,144,939,925,20,0,2217
MADHYA PRADESH,HARDA,2001,14,28,2,3,43,74,9,0,173
MADHYA PRADESH,HOSHANGABAD,2001,53,65,16,31,253,286,9,0,713
MADHYA PRADESH,INDORE,2001,111,84,50,112,874,2708,25,0,3964
MADHYA PRADESH,INDORE RLY.,2001,6,2,0,7,3,193,0,0,211
MADHYA PRADESH,JABALPUR,2001,103,108,33,126,596,887,28,0,1881
MADHYA PRADESH,JABALPUR RLY.,2001,3,0,0,15,0,221,1,0,240
MADHYA PRADESH,JHABUA,2001,124,44,83,20,163,269,5,0,708
MADHYA PRADESH,KATNI,2001,51,25,9,29,168,239,11,0,532
MADHYA PRADESH,KHANDWA,2001,41,63,14,11,311,290,11,0,741
MADHYA PRADESH,KHARGON,2001,47,47,15,21,171,533,5,0,839
MADHYA PRADESH,MANDLA,2001,35,64,9,11,190,116,4,0,429
MADHYA PRADESH,MANDSAUR,2001,28,41,15,32,197,444,4,0,761
MADHYA PRADESH,MORENA,2001,63,35,35,76,381,564,29,0,1183
MADHYA PRADESH,NARSINGHPUR,2001,38,70,7,11,121,149,22,0,418
MADHYA PRADESH,NEEMUCH,2001,17,37,16,15,203,376,1,0,665
MADHYA PRADESH,PANNA,2001,24,44,11,10,145,99,19,0,352
MADHYA PRADESH,RAISEN,2001,39,79,11,27,116,187,20,0,479
MADHYA PRADESH,RAJGARH,2001,42,95,12,35,135,218,7,0,544
MADHYA PRADESH,RATLAM,2001,58,70,21,54,233,468,4,0,908
MADHYA PRADESH,REWA,2001,53,31,26,67,706,410,18,0,1311
MADHYA PRADESH,SAGAR,2001,84,141,30,53,473,497,29,0,1307
MADHYA PRADESH,SATNA,2001,49,58,16,52,588,495,19,0,1277
MADHYA PRADESH,SEONI,2001,40,52,3,6,122,161,10,0,394
MADHYA PRADESH,SHAHDOL,2001,57,63,13,34,464,390,9,0,1030
MADHYA PRADESH,SHAJAPUR,2001,42,90,13,47,273,588,8,0,1061
MADHYA PRADESH,SHEOPUR,2001,24,21,18,10,54,94,6,0,227
MADHYA PRADESH,SHIVPURI,2001,88,72,20,48,272,255,14,0,769
MADHYA PRADESH,SIDHI,2001,36,42,33,15,315,346,27,0,814
